school_name,school_type,osslt10,ossltchange,low_inc,no_deg,esl,imm
St Patrick's Catholic High School,Catholic,76,-10,12,3,1,1
Ursuline College Chatham Catholic Secondary School,Catholic,81,0,13,9,2,1
Bishop Alexander Carter Catholic Secondary School,Catholic,75,9,10,0,0,0
Marymount Academy Catholic School,Catholic,89,-3,10,0,5,0
St Benedict Catholic Secondary School,Catholic,92,7,10,0,5,5
St Charles College,Catholic,84,-3,16,2,5,3
Geraldton Composite School,Public,44,2,15,30,0,0
Lake Superior High School,Public,78,-7,0,10,0,0
Manitouwadge High School,Public,50,-9,10,0,10,0
Marathon High School,Public,52,-11,5,5,0,0
Nipigon Red Rock District High School,Public,40,-15,15,5,0,0
A B Lucas Secondary School,Public,84,0,15,3,29,5
Arthur Voaden Secondary School,Public,32,-9,25,10,0,0
Central Elgin Collegiate Institute,Public,82,-6,14,4,5,0
Clarke Road Secondary School,Public,45,-15,22,13,7,1
College Avenue Secondary School,Public,43,-17,12,9,2,1
East Elgin Secondary School,Public,68,9,11,38,19,2
Glencoe District High School,Public,63,4,20,5,0,0
Glendale High School,Public,64,-8,9,15,2,0
H B Beal Secondary School,Public,67,2,22,8,24,13
Huron Park Secondary School,Public,64,-10,8,6,6,2
Ingersoll District Collegiate Institute,Public,59,-7,9,5,2,0
London Central Secondary School,Public,97,-1,18,5,42,3
London South Collegiate Institute,Public,80,6,19,6,13,1
Lord Dorchester Secondary School,Public,82,1,10,0,5,0
Medway High School,Public,77,-3,8,2,8,1
Montcalm Secondary School,Public,41,-5,35,22,30,14
North Middlesex District High School,Public,61,-7,10,0,0,0
Oakridge Secondary School,Public,86,-3,16,2,24,4
Parkside Collegiate Institute,Public,65,-7,12,4,2,1
Saunders Secondary School,Public,61,-4,17,4,21,3
Sir Frederick Banting Secondary School,Public,82,-1,20,4,31,10
Sir Wilfrid Laurier Secondary School,Public,78,4,19,9,16,3
Strathroy District Collegiate Institute,Public,76,8,9,5,1,1
West Elgin Secondary School,Public,51,-12,10,10,0,0
Westminster Secondary School,Public,79,8,31,9,60,38
Woodstock Collegiate Institute,Public,76,-6,10,6,2,1
St Ignatius High School,Catholic,83,5,12,3,5,1
St Patrick High School,Catholic,69,-7,11,6,3,0
Bishop Allen Academy Catholic Secondary School,Catholic,92,1,13,4,27,2
Bishop Marrocco/Thomas Merton Catholic Secondary School,Catholic,93,32,26,19,48,16
Brebeuf College School,Catholic,75,1,25,6,50,15
Cardinal Carter Academy for the Arts,Catholic,98,1,20,5,22,2
Chaminade College School,Catholic,81,1,20,16,25,3
Dante Alighieri Academy,Catholic,86,12,22,20,62,25
Father Henry Carr Catholic Secondary School,Catholic,73,6,28,25,32,14
Father John Redmond Catholic Secondary School,Catholic,94,4,14,4,27,2
Francis Libermann Catholic High School,Catholic,83,7,24,13,36,11
James Cardinal McGuigan Catholic High School,Catholic,54,-5,31,25,53,34
Loretto Abbey Catholic Secondary School,Catholic,92,3,17,7,29,5
Loretto College School,Catholic,86,16,20,20,40,10
Madonna Catholic Secondary School,Catholic,72,1,25,19,50,27
Marshall McLuhan Catholic Secondary School,Catholic,91,10,22,13,54,12
Mary Ward Catholic Secondary School,Catholic,90,-4,24,12,35,6
Michael Power/St Joseph High School,Catholic,84,1,18,7,28,4
Monsignor Percy Johnson Catholic High School,Catholic,80,11,25,20,35,13
Neil McNeil High School,Catholic,78,1,21,7,20,3
Notre Dame Catholic High School,Catholic,92,6,25,10,31,6
Senator O'Connor College School,Catholic,91,11,25,7,38,12
St Basil-the-Great College School,Catholic,76,0,25,23,37,10
St Joan of Arc Catholic Academy,Catholic,73,1,28,13,52,25
St John Henry Newman Catholic High School,Catholic,87,4,25,10,32,6
St John Paul II Catholic Secondary School,Catholic,82,-3,20,10,33,5
St Joseph Morrow Park Catholic Secondary School,Catholic,90,7,30,0,60,35
St Joseph's College School,Catholic,91,5,25,13,38,7
St Mary Catholic Academy,Catholic,89,17,24,18,51,21
St Michael's Choir (Sr) School,Catholic,100,0,20,0,20,0
St Mother Teresa Catholic Academy,Catholic,78,-1,30,15,25,20
St Oscar Romero Catholic Secondary School,Catholic,65,-5,23,22,55,18
St Patrick Catholic Secondary School,Catholic,93,14,31,12,45,18
A Y Jackson Secondary School,Public,87,-4,24,5,71,10
Agincourt Collegiate Institute,Public,96,3,25,16,67,3
Albert Campbell Collegiate Institute,Public,82,4,24,17,80,14
Avondale Secondary Alternative School,Public,80,-6,30,10,20,0
Birchmount Park Collegiate Institute,Public,73,5,30,9,36,9
Bloor Collegiate Institute,Public,89,-2,21,12,51,3
C W Jefferys Collegiate Institute,Public,62,-14,29,25,58,18
Cedarbrae Collegiate Institute,Public,76,9,32,14,55,13
Central Technical School,Public,48,-8,29,15,38,15
Central Toronto Academy,Public,80,9,23,13,37,13
City School,Public,72,3,20,10,0,0
Danforth Collegiate Institute and Technical School,Public,77,4,30,10,41,4
David and Mary Thomson Collegiate Institute,Public,63,2,33,16,56,14
Delphi Secondary Alternative School,Public,89,-11,25,10,35,0
Don Mills Collegiate Institute,Public,85,-3,26,8,51,7
Downsview Secondary School,Public,61,16,30,23,54,39
Dr Norman Bethune Collegiate Institute,Public,88,2,25,14,83,11
Earl Haig Secondary School,Public,95,2,32,2,59,13
East York Collegiate Institute,Public,70,4,27,9,41,9
Emery Collegiate Institute,Public,61,2,30,24,56,24
Etobicoke Collegiate Institute,Public,76,-9,16,5,36,9
Etobicoke School of the Arts,Public,96,-1,14,6,9,0
Forest Hill Collegiate Institute,Public,80,-9,16,5,37,16
George Harvey Collegiate Institute,Public,57,-16,27,21,61,42
George S Henry Academy,Public,85,10,30,10,65,20
Georges Vanier Secondary School,Public,79,17,31,6,77,30
Harbord Collegiate Institute,Public,94,4,20,11,25,2
Heydon Park Secondary School,Public,14,-15,30,10,30,0
Humberside Collegiate Institute,Public,92,0,12,4,19,2
Jarvis Collegiate Institute,Public,77,2,43,15,74,11
John Polanyi Collegiate Institute,Public,69,-11,26,13,55,22
Kipling Collegiate Institute,Public,46,-7,32,23,58,26
L'Amoreaux Collegiate Institute,Public,76,-3,30,10,70,20
Lakeshore Collegiate Institute,Public,72,3,21,9,31,11
Lawrence Park Collegiate Institute,Public,95,-3,10,1,16,2
Leaside High School,Public,97,1,15,4,28,2
Lester B Pearson Collegiate Institute,Public,83,7,21,14,62,6
Malvern Collegiate Institute,Public,95,0,11,2,8,1
Marc Garneau Collegiate Institute,Public,82,3,46,18,85,22
Martingrove Collegiate Institute,Public,86,4,23,14,39,5
Monarch Park Collegiate Institute,Public,88,5,22,7,30,4
Newtonbrook Secondary School,Public,64,-12,28,5,70,31
North Albion Collegiate Institute,Public,81,6,27,26,61,15
North Toronto Collegiate Institute,Public,93,-5,16,1,29,12
Northern Secondary School,Public,88,-2,15,3,17,4
Northview Heights Secondary School,Public,87,7,25,11,68,16
Oakwood Collegiate Institute,Public,60,-8,20,15,20,5
Oasis Alternative Secondary School,Public,54,-8,30,10,15,0
Parkdale Collegiate Institute,Public,84,5,28,16,46,7
R H King Academy,Public,90,0,24,5,53,5
Richview Collegiate Institute,Public,90,-2,14,7,22,1
Riverdale Collegiate Institute,Public,91,6,25,11,31,2
Rosedale Heights School of the Arts,Public,95,-1,18,7,12,3
Runnymede Collegiate Institute,Public,70,-3,30,15,40,0
SATEC @ W A Porter Collegiate Institute,Public,90,0,24,8,65,4
Silverthorn Collegiate Institute,Public,80,1,18,6,24,8
Sir John A Macdonald Collegiate Institute,Public,82,-7,23,8,59,9
Sir Oliver Mowat Collegiate Institute,Public,80,-3,11,4,18,2
Sir Wilfrid Laurier Collegiate Institute,Public,80,7,28,12,53,7
Stephen Leacock Collegiate Institute,Public,85,5,32,12,66,21
Thistletown Collegiate Institute,Public,89,10,30,15,50,10
Ursula Franklin Academy,Public,100,2,12,5,20,1
Victoria Park Collegiate Institute,Public,75,-11,27,7,59,8
West Hill Collegiate Institute,Public,70,2,26,10,37,12
West Humber Collegiate Institute,Public,86,13,24,20,56,7
Western Technical & Commercial School,Public,76,4,21,11,26,5
Weston Collegiate Institute,Public,65,0,32,22,49,10
Westview Centennial Secondary School,Public,46,7,37,33,43,15
Wexford Collegiate School for the Arts,Public,82,1,22,6,32,5
William Lyon Mackenzie Collegiate Institute,Public,94,4,19,4,48,13
Winston Churchill Collegiate Institute,Public,57,-12,31,12,54,14
Woburn Collegiate Institute,Public,82,3,28,13,64,8
York Memorial Collegiate Institute,Public,85,5,26,22,51,4
York Mills Collegiate Institute,Public,93,2,23,3,52,8
AAEC's/e-Learning,Public,29,8,15,7,6,2
Bracebridge and Muskoka Lakes Secondary School,Public,77,-7,13,3,4,2
Fenelon Falls Secondary School,Public,63,-7,16,10,1,0
Gravenhurst High School,Public,70,-11,20,10,0,0
Haliburton Highland Secondary School,Public,69,5,15,10,5,0
Huntsville High School,Public,79,1,13,4,2,1
I E Weldon Secondary School,Public,73,-14,13,5,0,0
Lindsay Collegiate and Vocational Institute,Public,63,-12,11,4,2,1
Almonte District High School,Public,75,-6,10,0,0,0
Athens District High School,Public,59,-17,10,0,5,0
Brockville Collegiate Institute,Public,79,-6,18,4,11,1
Carleton Place High School,Public,84,7,9,3,6,1
Charlottenburgh and Lancaster District High School,Public,95,3,10,10,0,0
Cornwall Collegiate and Vocational School,Public,52,-3,22,10,15,2
Gananoque Secondary School,Public,74,5,10,5,0,0
Glengarry District High School,Public,75,-8,20,0,10,0
North Dundas District High School,Public,77,-1,15,0,5,0
North Grenville District High School,Public,72,-2,9,1,3,1
Perth and District Collegiate Institute,Public,77,2,15,0,0,0
Rideau District High School,Public,75,-3,10,0,0,0
Rockland District High School,Public,66,-7,10,5,5,0
Russell High School,Public,73,-1,0,0,5,0
Seaway District High School,Public,67,0,20,0,0,0
Smiths Falls District Collegiate Institute,Public,69,3,17,4,5,0
South Grenville District High School,Public,60,-10,10,10,0,0
St Lawrence Secondary School,Public,49,-7,30,10,25,5
T R Leger School of Adult & Continuing Secondary School,Public,39,-11,19,6,5,1
Tagwi Secondary School,Public,69,-12,10,0,5,0
Thousand Islands Secondary School,Public,79,3,17,4,8,1
Vankleek Hill Collegiate Institute,Public,95,12,20,0,20,0
Centennial Collegiate and Vocational Institute,Public,91,6,8,1,25,3
Centre Dufferin District High School,Public,75,5,11,3,3,1
Centre Wellington District High School,Public,85,3,7,5,2,0
College Heights Secondary School,Public,31,6,15,5,5,0
Erin District High School,Public,86,-4,0,0,0,0
Guelph Collegiate and Vocational Institute,Public,88,3,11,6,28,2
John F Ross Collegiate and Vocational Institute,Public,86,-4,10,4,17,6
Norwell District Secondary School,Public,72,-5,11,27,12,1
Orangeville District Secondary School,Public,78,-1,10,4,6,3
Wellington Heights Secondary School,Public,73,-6,10,15,5,0
Westside Secondary School,Public,78,6,5,2,3,1
Monsignor Doyle Catholic Secondary School,Catholic,76,0,10,7,12,2
Resurrection Catholic Secondary School,Catholic,88,2,14,6,28,8
St Benedict Catholic Secondary School,Catholic,82,4,9,6,18,3
St David Catholic Secondary School,Catholic,84,-2,11,9,20,4
St Mary's High School,Catholic,79,7,14,7,34,12
Bluevale Collegiate Institute,Public,81,-5,9,3,17,1
Cameron Heights Collegiate Institute,Public,81,-2,14,7,43,3
Eastwood Collegiate Institute,Public,77,-2,20,10,35,20
Elmira District Secondary School,Public,84,-8,8,31,23,1
Forest Heights Collegiate Institute,Public,68,-10,19,9,38,22
Galt Collegiate and Vocational Institute,Public,77,-1,14,12,27,9
Glenview Park Secondary School,Public,68,1,13,8,16,0
Grand River Collegiate Institute,Public,75,-2,7,7,22,1
Huron Heights Secondary School,Public,74,-12,10,3,30,3
Jacob Hespeler Secondary School,Public,65,-14,6,4,12,1
Kitchener Waterloo Collegiate and Vocational School,Public,79,3,14,6,17,3
Preston High School,Public,79,-6,10,3,16,1
Sir John A Macdonald Secondary School,Public,85,2,13,3,36,5
Southwood Secondary School,Public,69,-12,8,6,4,1
Waterloo Collegiate Institute,Public,85,-4,16,7,46,18
Waterloo-Oxford District Secondary School,Public,79,-3,6,6,4,0
Bishop Macdonell Catholic Secondary School,Catholic,90,4,7,1,8,3
Our Lady of Lourdes Catholic School,Catholic,79,-8,13,8,30,15
St James Catholic School,Catholic,77,-7,9,5,7,2
Assumption College School,Catholic,82,-4,28,10,36,5
Cardinal Carter Catholic Secondary School,Catholic,92,9,13,18,11,4
Catholic Central,Catholic,75,10,40,18,76,58
F J Brennan Catholic High School,Catholic,86,2,21,7,13,2
Holy Names Catholic High School,Catholic,86,-3,18,5,19,2
St Anne Secondary School,Catholic,84,-6,7,2,8,1
St Joseph's High School,Catholic,85,0,18,6,26,3
St Thomas of Villanova Secondary School,Catholic,93,5,7,3,4,0
Cardinal Carter Catholic Secondary School,Catholic,84,-5,10,3,21,2
Father Bressani Catholic High School,Catholic,88,1,8,6,12,1
Father Michael McGivney Catholic High School,Catholic,97,4,17,10,49,6
Holy Cross Catholic Academy High School,Catholic,74,-2,10,7,14,2
Our Lady Queen of the World CA High School,Catholic,84,4,21,2,44,15
Our Lady of the Lake Catholic Academy High School,Catholic,66,-6,10,10,10,0
Sacred Heart Catholic High School,Catholic,84,1,11,4,29,7
St Augustine Catholic High School,Catholic,95,3,17,6,38,2
St Brother Andre Catholic High School,Catholic,83,-3,11,5,22,2
St Elizabeth Catholic High School,Catholic,87,5,12,4,29,7
St Jean de Brebeuf Catholic High School,Catholic,78,-7,11,9,20,0
St Joan of Arc Catholic High School,Catholic,83,6,10,5,22,7
St Maximilian Kolbe High School,Catholic,84,0,10,3,13,0
St Robert Catholic High School,Catholic,92,-5,20,3,62,7
St Theresa of Lisieux Catholic High School,Catholic,92,-3,13,2,32,1
Alexander MacKenzie High School,Public,88,1,18,2,53,10
Aurora High School,Public,94,3,11,3,26,2
Bayview Secondary School,Public,96,2,22,3,63,13
Bill Crothers Secondary School,Public,94,-2,12,5,10,1
Bur Oak Secondary School,Public,92,2,16,9,65,6
Dr G W Williams Secondary School,Public,90,3,11,3,40,6
Dr John M Denison Secondary School,Public,83,8,10,3,29,6
Emily Carr Secondary School,Public,87,0,7,5,14,3
Hodan Nalayeh Secondary School,Public,90,2,11,3,52,4
Huron Heights Secondary School,Public,80,1,9,5,10,2
Keswick High School,Public,71,-3,11,7,5,0
King City Secondary School,Public,84,7,10,2,26,6
Langstaff Secondary School,Public,87,-6,22,2,63,14
Maple High School,Public,91,6,14,8,66,9
Markham District High School,Public,89,3,10,4,28,3
Markville Secondary School,Public,95,1,15,7,52,7
Middlefield Collegiate Institute,Public,88,-2,19,13,83,5
Milliken Mills High School,Public,88,-2,19,15,82,6
Newmarket High School,Public,92,-2,10,5,24,3
Pierre Elliott Trudeau High School,Public,97,4,20,8,61,9
Richmond Green Secondary School,Public,90,2,17,3,51,9
Richmond Hill High School,Public,92,-1,18,4,61,11
Sir William Mulock Secondary School,Public,82,-1,10,2,27,4
Stephen Lewis Secondary School,Public,91,1,11,3,46,6
Stouffville District Secondary School,Public,83,-4,11,5,28,3
Sutton District High School,Public,56,-4,10,5,0,0
Thornhill Secondary School,Public,0.89,-1,25,2,64,19
Thornlea Secondary School,Public,93,2,20,3,48,7
Tommy Douglas Secondary School,Public,86,3,11,9,51,6
Unionville High School,Public,93,0,23,6,62,9
Westmount Collegiate Institute,Public,91,-2,11,2,29,3
Woodbridge College,Public,83,1,10,8,52,8
